Customer Id,ZIP_CODE,FRE,MON,CC_CARD,AVRG,PSWEATERS,PKNIT_TOPS,PKNIT_DRES,PBLOUSES,PJACKETS,PCAR_PNTS,PCAS_PNTS,PSHIRTS,PDRESSES,PSUITS,POUTERWEAR,PJEWELRY,PFASHION,PLEGWEAR,PCOLLSPND,GMP,PROMOS,DAYS,MARKDOWN,CLUSTYPE,PERCRET,ln days between purchases,ln lifetime ave time betw visits
9.95561E+12,23456,1,101.97,0,101.97,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0.55,7,320,0.02,5,0,5.77,5.77
9.95561E+12,23452,2,424.49,0,212.24,0.51,0,0,0,0.13,0,0,0.2,0.13,0,0,0,0,0,0,0.53,13,344,0.24,4,0,5.15,4.05
9.95561E+12,23462,1,223,0,223,0,0,0,0.15,0.22,0,0,0,0,0,0.62,0,0,0,0,0.52,3,267,0.45,7,0,5.59,5.59
9.95561E+12,23434,4,201.96,1,50.49,0.09,0,0,0.48,0,0,0,0.41,0,0,0,0,0,0,0,0.58,19,519,0.14,24,0,4.87,3.95
9.95561E+12,23456,2,223.97,1,111.98,0,0,0,0.24,0.44,0.26,0,0,0,0,0,0,0,0.05,0.7,0.59,15,676,0.11,5,0,5.82,4.32
9.95561E+12,23434,7,1405.39,1,200.77,0.26,0.01,0,0.15,0.27,0.07,0.09,0.07,0.02,0,0,0.01,0.01,0,0,0.46,19,626,0.21,30,0,4.49,3.3
9.95561E+12,23452,3,68.96,0,22.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.59,0,618,0.19,10,0,5.33,4.48
9.95561E+12,23464,9,1197.64,0,133.07,0.01,0.01,0.07,0.1,0.32,0.09,0.06,0,0.1,0.08,0,0.01,0.01,0.06,0.17,0.53,15,583,0.19,5,0.03,4.17,3.48
9.95561E+12,23455,1,283,0,283,0.23,0.21,0,0.2,0,0,0.34,0,0,0,0,0,0,0,0,0.61,10,475,0.13,10,0,6.16,4.08
9.95561E+12,23451,2,116.09,0,58.04,0.67,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0.46,2,400,0.34,15,0,5.3,4.61
9.95561E+12,23457,1,126.96,0,126.96,0,0,0.22,0,0,0,0,0,0.66,0,0,0,0,0.11,0,0.49,1,82,0.28,16,0,4.41,1.84
9.95561E+12,23453,2,154.2,0,77.1,0.19,0.09,0.09,0.22,0,0,0.28,0,0,0,0,0,0.09,0,0,0.5,16,504,0.13,0,0,5.53,5.12
9.95561E+12,23454,13,216.45,0,16.65,0.14,0.06,0,0,0,0.08,0,0.09,0.18,0,0,0,0.13,0,0,0.21,5,605,0.42,4,0.43,3.84,3.31
9.95561E+12,23454,5,215.63,0,43.12,0.17,0.04,0.08,0,0.08,0,0,0,0.35,0,0,0,0.16,0,0,0.32,5,578,0.27,11,0.09,4.75,4.41
9.95561E+12,23464,5,865.21,1,173.04,0.16,0.05,0.01,0.08,0.29,0.11,-0.01,0.17,0,0,0,0,0,0.05,0.35,0.57,18,691,0.24,10,0.04,4.93,3.36
9.95561E+12,23454,2,149.97,0,74.98,0,0,0.32,0.32,0,0,0.29,0.03,0,0,0,0,0,0.01,0,0.52,0,311,0.15,10,0,5.05,3.95
9.95561E+12,23464,8,427.86,0,53.48,0.33,0.03,0.02,0.12,0.11,0,0.12,0.11,0,0,0,0.01,0.01,0,0,0.31,15,672,0.37,10,0.11,4.43,3.08
9.95561E+12,23434,4,574.36,1,143.59,0.21,0,0,0,0.17,0.17,0,0.1,0.08,0.22,0,0,0,0.01,0,0.49,17,503,0.3,28,0,4.83,3.58
9.95561E+12,23462,1,69.99,0,69.99,0,0,0,0,0,0,0,0,0.85,0,0,0.14,0,0,0,0.63,1,444,0,17,0,6.1,5
9.95561E+12,23451,1,164,0,164,0,0,0,0,0.6,0,0,0.35,0,0,0,0,0,0.03,0.96,0.7,16,493,0,15,0,6.2,5.1
9.95561E+12,23456,4,100.99,0,25.24,0.14,0.19,0.09,0.33,0,0.21,0,0,0,0,0,0,0,0,0,0,1,96,0.5,5,0,3.18,2.95
9.95561E+12,23454,2,112.46,0,56.23,0,0.22,0,0,0.31,0,0.22,0.08,0,0,0,0,0.15,0,0,0.15,5,195,0.22,11,0,4.58,4.17
9.95561E+12,23464,2,124.47,0,62.23,0.67,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0.55,17,477,0.29,5,0,5.47,4.38
9.95561E+12,23464,10,630.85,1,63.08,0.26,0.02,0.06,-0.01,0.07,0.08,0.05,0.06,0.08,0,0,0,0,0,0,0.53,5,150,0.2,5,0.4,2.71,1.64
9.95561E+12,23456,7,175.96,0,25.13,0.32,0.12,0,0.08,0,0,0,0.13,0.32,0,0,0,0,0,0,0.49,2,517,0.27,5,0,4.3,3.54
9.95561E+12,23456,5,364.94,0,72.98,0.31,0,0.07,0.37,0.13,0,0.05,0,0,0,0,0,0.04,0,0,0.47,17,698,0.29,4,0,4.94,3.98
9.95561E+12,23464,3,732.49,0,244.16,0.3,0,0,0.05,0.27,0.07,0,0.26,0,0,0,0.02,0,0,0,0.68,13,679,0.04,23,0,5.42,3.88
9.95561E+12,23464,21,1674.45,1,79.73,0.21,0.01,0,0.26,0.15,0.04,0,0.08,0,0,0.03,0,0.06,0,0.1,0.54,24,678,0.24,23,0.13,3.47,2.01
9.95561E+12,23456,2,102.98,0,51.49,0,0.17,0,0.09,0,0,0,0,0.72,0,0,0,0,0,0,0.27,1,61,0.48,5,0,3.42,2.5
9.95561E+12,23451,3,210.12,0,70.04,0.07,0.04,0,0.05,0,0,0.7,0,0.11,0,0,0,0,0,0,0.46,6,626,0.3,12,0,5.34,4.49
9.95561E+12,23453,32,2398.06,0,74.93,0.1,0.04,0.11,0.06,0.1,0,0,0.16,0.21,0.08,0,0,0,0,0.03,0.45,18,327,0.26,0,0.11,2.32,1.6
9.95561E+12,23462,2,196,0,98,0,0,0,0,0.5,0,0,0.49,0,0,0,0,0,0,0.75,0.71,12,363,0,23,0,5.2,5.2
9.95561E+12,23432,1,210,1,210,0.18,0,0,0,0.51,0.3,0,0,0,0,0,0,0,0,0,0.67,11,556,0,10,0,6.32,4.24
9.95561E+12,23451,8,797.82,1,99.72,0.25,0.03,0.05,0.02,0.19,0.18,0.14,0,0.04,0,0,0,0.01,0,0,0.4,5,176,0.28,25,0.04,3.09,2.28
9.95561E+12,23421,21,482.22,1,22.96,0.11,0.05,0.01,0.04,0.08,0,0.02,0.13,0,0,0,0.01,0.05,0.01,0,0.36,20,699,0.3,38,0.84,3.5,2.39
9.95561E+12,23434,2,131.23,1,65.61,0.38,0,0,0.09,0.38,0,0,0,0,0,0,0,0,0,0,0.52,15,682,0.26,25,0.16,5.83,4.33
9.95561E+12,23451,4,319.92,0,79.98,0.19,0,0.05,0.14,0,0,0.09,0,0,0.33,0,0,0,0,0,0.58,1,525,0.23,15,0.22,4.88,4.07
9.95561E+12,23456,2,81.96,0,40.98,0,0,0,0.56,0,0,0,0,0.43,0,0,0,0,0,0,0.25,1,600,0.22,5,0,5.7,5.01
9.95561E+12,23456,1,88.48,0,88.48,0,0,0,0.14,0.39,0,0,0.23,0,0,0,0,0.22,0,0,0.26,3,264,0.29,5,0,5.58,4.48
9.95561E+12,23456,3,261.98,0,87.32,0.17,0,0.33,0,0.09,0,0.39,0,0,0,0,0,0,0,0,0.38,3,177,0.14,4,0,4.08,3.79
9.95561E+12,53094,1,111.48,0,111.48,0.73,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0.39,16,683,0.31,22,0,6.53,4.92
9.95561E+12,23452,2,158.97,0,79.48,0,0.05,0,0.1,0.29,0,0,0.12,0,0,0,0,0,0,0,0.62,2,125,0,25,0.72,4.14,4.14
9.95561E+12,23451,4,341.91,0,85.47,0.24,0.17,0,0.05,0.23,0,0,0,0.29,0,0,0,0,0,0,0.52,6,251,0.16,23,0,4.14,3.73
9.95561E+12,23430,8,755.39,0,94.42,0,0.05,0.01,0,0,0,0.84,0,0.03,0,0,0.01,0.01,0.01,0,0.51,10,642,0.2,16,0,4.39,3.47
9.95561E+12,23456,3,305.93,1,101.97,0.57,0.03,0.15,0,0.22,0,0,0,0,0,0,0,0,0,0,0.38,14,694,0.26,4,0,5.44,3.83
9.95561E+12,28105,1,110,0,110,0.46,0,0,0,0,0.53,0,0,0,0,0,0,0,0,0.53,0.59,9,289,0.13,1,0,5.67,5.67
9.95561E+12,23456,14,2259.68,0,161.4,0.08,0.01,0,0.11,0.33,0,0.05,0.22,0.06,0,0,0,0,0.01,0.03,0.6,13,626,0.21,4,0.09,3.8,3.11
9.95561E+12,23452,14,799.08,0,57.07,0.35,0,0.05,0.12,0,0.11,0.01,0.1,0.13,0,0,0.01,0,0,0,0.38,17,657,0.36,4,0.1,3.85,3.05
9.95561E+12,23455,14,949.36,1,67.81,0.19,0.04,0.01,0.05,0.08,0,0.06,0.07,0.19,0,0,0.02,0,0,0,0.46,13,685,0.2,18,0.31,3.89,2.77
9.95561E+12,23452,8,1441.9,1,180.23,0.2,0.03,0.04,0.05,0.31,0,0.09,0.13,0.1,0,0,0,0,0.01,0.06,0.61,13,425,0.17,4,0,3.97,2.31
9.95561E+12,23456,14,1454.31,0,103.87,0.19,0.01,0,0.03,0.3,0.22,0,0.07,0.04,0,0,0.01,0.06,0.03,0,0.5,18,677,0.21,4,0.01,3.88,3.12
9.95561E+12,23464,2,352.93,0,176.46,0.43,0,0,0.14,0,0.16,0.11,0,0.14,0,0,0,0,0,0.16,0.58,7,301,0.17,10,0,5.01,4.61
9.95561E+12,23451,11,1590.86,1,144.62,0.14,0.01,0.03,0.11,0.35,0.06,0.06,0.02,0.02,0.07,0,0,0.01,0,0.1,0.57,14,368,0.19,15,0.05,3.51,2.61
9.95561E+12,23464,4,716.48,0,179.12,0.09,0,0,0.04,0.23,0.16,0,0,0,0.27,0,0.04,0.14,0,0.31,0.58,13,697,0.24,28,0,5.16,3.84
9.95561E+12,23430,23,1780.31,0,77.4,0.1,0.01,0.05,0.12,0.02,0.08,0.04,0.14,0.16,0,0.04,0.03,0.01,0.01,0,0.39,13,641,0.19,35,0.12,3.33,2.53
9.95561E+12,23518,1,191.99,0,191.99,0,0.16,0,0.15,0,0,0.3,0,0,0.37,0,0,0,0,0,0.54,0,34,0.2,32,0,3.53,2.83
9.95561E+12,23451,12,554.32,1,46.19,0.36,0.12,0.06,0.03,0.03,0.05,0.09,0.04,0.04,0,0,0,0.07,0,0,0.3,14,685,0.37,12,0.06,4.04,2.25
9.95561E+12,23453,5,245.97,0,49.19,0.15,0.06,0,0.31,0.27,-0.08,0.04,0.02,0,0,0,0,0.05,0.01,0,0.07,2,253,0.47,0,0.17,3.92,3.34
9.95561E+12,23452,7,147.04,0,21,0.21,0,0,0.15,0.08,0.34,0,0,0,0,0,0,0,0,0,0.41,3,669,0.27,11,0.24,4.56,3.56
9.95561E+12,23168,2,333.93,0,166.96,0.27,0,0,0.33,0,0,0,0.38,0,0,0,0,0,0,0,0.54,4,501,0.1,31,0,5.52,4.83
9.95561E+12,23451,3,254.99,0,84.99,0.3,0,0,0,0,0.22,0,0,0,0.39,0,0.07,0,0,0,0.53,15,492,0.22,8,0,5.1,4
9.95561E+12,23505,6,371.03,0,61.83,0.25,0,0.08,0.09,0,0.08,0,0.12,0,0,0,0,0.03,0.01,0,0.48,18,677,0.29,15,0.44,4.73,3.52
9.95561E+12,23505,9,364.35,0,40.48,0.22,0,0,0,0,0.06,0.2,0.18,0.11,0,0,0,0,0.01,0,0.43,11,291,0.3,10,0.24,3.48,3.03
9.95561E+12,23507,10,1337.06,1,133.7,0.09,0.03,0,0.18,0.22,0.22,0.06,0.02,0,0.13,0,0,0.01,0.01,0.15,0.5,4,235,0.27,12,0,3.16,2.06
9.95561E+12,23502,1,17.98,0,17.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.57,11,357,0.17,22,0,5.88,3.93
9.95561E+12,23507,3,216.49,1,72.16,0.13,0,0,0,0,0.67,0,0,0,0,0,0,0.18,0,0,0.55,22,647,0.22,12,0,5.37,4.39
9.95561E+12,23513,1,198,0,198,0,0,0,0,0.6,0,0,0,0.39,0,0,0,0,0,1,0.71,3,265,0,46,0,5.58,5.58
9.95561E+12,23503,2,143.98,0,71.99,0.2,0,0,0.2,0,0,0,0,0.48,0,0,0,0,0.1,0,0.63,2,304,0.02,25,0,5.02,4.11
9.95561E+12,23518,3,225.99,0,75.33,0.25,0,0,0,0,0,0,0.39,0.34,0,0,0,0,0,0,0.7,10,415,0,18,0,4.93,3.95
9.95561E+12,23518,5,107.48,1,21.49,0.14,-0.06,0,0,0.51,0,0,0.12,0.17,0,0,0,0.01,0.03,0,0.05,17,629,0.44,18,0.06,4.83,2.86
9.95561E+12,23507,7,831.43,0,118.77,0.05,0,0.02,0.09,0.4,0.09,0.05,0.14,0,0,0,0.07,0.04,0,0.17,0.66,3,373,0.04,12,0,3.98,2.98
9.95561E+12,23503,2,151,0,75.5,0.51,0,0.22,0,0,0,0.25,0,0,0,0,0,0,0,0,0.65,12,281,0.06,25,0,4.95,3.85
9.95561E+12,23507,4,445.99,1,111.49,0.13,0,0.14,0.09,0,0,0,-0.01,0.14,0,0,0,0,0,0,0.51,15,370,0.28,12,0.93,4.53,3.83
9.95561E+12,23505,3,355.23,1,118.41,0.12,0,0,0.18,0.31,0,0.14,0.15,0,0,0,0,0.07,0,0,0.53,16,563,0.28,45,0,5.23,3.94
9.95561E+12,23517,5,612.95,1,122.59,0.32,0.05,0.1,0.18,0.17,0.09,0,0,0,0,0,0,0,0.06,0,0.64,15,373,0.1,8,0,4.31,3.98
9.95561E+12,23508,2,128.98,0,64.49,0,0,0,0.22,0,0,0,0.38,0.38,0,0,0,0,0,0.38,0.56,4,522,0.18,12,0,5.56,4.47
9.95561E+12,23507,1,69.98,0,69.98,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.39,0,257,0.3,12,0,5.55,5.55
9.95561E+12,23513,10,640.25,0,64.02,0.12,0,0.03,0.24,0.17,0.14,0.02,0.03,0,0,0,0,0.01,0,0.03,0.4,22,691,0.26,24,0.23,4.24,2.9
9.95561E+12,23509,1,136,0,136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,11,471,0,39,0,6.15,5.06
9.95561E+12,23666,8,306.33,0,38.29,0.06,0.05,0.09,0.01,0.16,0.11,0.09,0.23,0,0,0,0.01,0.15,0,0,-0.09,14,607,0.27,15,0,4.33,3.46
9.95561E+12,35022,4,140.81,0,35.2,0,0.32,0.07,0,0.14,0,0,0,0,0,0,0.25,0.19,0,0,0.37,1,644,0.26,3,0,5.08,4.27
9.95561E+12,23661,20,446.98,1,22.34,0.11,0.02,0,0.06,0.08,0,0,0.01,0.01,0.2,0,0.01,0.04,0.04,0,0.22,18,685,0.38,23,0.57,3.53,2.13
9.95561E+12,44406,1,220.99,0,220.99,0,0.04,0,0.13,0.57,0,0,0.24,0,0,0,0,0,0,0,0.69,5,241,0.03,15,0,5.48,5.48
9.95561E+12,23602,20,1180.35,1,59.01,0.32,0.06,0.12,0.11,0.1,0,0.04,0,0,0,0,0,0.02,0,0.05,0.51,18,671,0.26,25,0.24,3.51,2.77
9.95561E+12,23664,14,732.26,1,52.3,0.36,0.01,0,0.05,0.1,0,0.01,0.03,0.13,0,0,0,0.01,0.01,0.06,0.45,21,663,0.31,11,0.34,3.86,2.47
9.95561E+12,36113,7,356.45,0,50.92,0.43,0.02,0,0.14,0,0,0.08,0.12,0.1,0,0,0,0.08,0,0,0.55,17,687,0.27,50,0,4.59,3.24
9.95561E+12,98433,1,212,0,212,0,0,0,0,0.46,0.27,0,0.23,0,0,0,0,0,0.02,0.74,0.7,5,198,0,17,0,5.29,4.6
9.95561E+12,23666,6,242.99,0,40.49,0.17,0,0,0.14,0.47,0,0,0,0,0,0,0,0.08,0,0,0.38,4,622,0.46,7,0.13,4.64,3.72
9.95561E+12,23601,2,464.95,0,232.47,0.31,0.06,0,0,0.38,0.23,0,0,0,0,0,0,0,0,0.12,0.6,11,301,0.09,18,0,5.01,4.1
9.95561E+12,45011,9,1134.36,1,126.04,0.19,0,0.02,0.07,0.2,0.13,0.03,0.08,0.05,0,0.11,0,0.03,0,0,0.58,20,616,0.16,4,0.03,4.23,2.84
9.95561E+12,23666,8,436.93,0,54.61,0.32,0,0,0,0.11,0.09,0,0,0.3,0,0,0,0,0,0,0.55,17,646,0.08,10,0.18,4.39,2.94
9.95561E+12,23693,11,2067.81,0,187.98,0.08,0.01,0,0.09,0.22,0.13,0.04,0.02,0,0.28,0,0.02,0.07,0,0.1,0.57,17,581,0.13,18,0,3.97,3.27
9.95561E+12,23693,5,366.71,0,73.34,0.03,0,0,0.17,0,0,0.06,0.04,0,0.22,0,0,0,0,0,0.59,15,646,0.17,18,0.56,4.86,3.58
9.95561E+12,23693,3,664.05,0,221.35,0.1,0,0.12,0.09,0.2,0,0,0.26,0.05,0,0,0,0.11,0.04,0.16,0.51,17,537,0.24,18,0,5.19,3.8
9.95561E+12,23692,3,115.97,0,38.65,0,0,0,0,0,0,0.18,0,0.54,0,0,0.1,0,0.17,0,0.3,0,264,0.29,10,0,4.48,4.19
9.95561E+12,23666,7,732.41,1,104.63,0.08,0,0,0.01,0.35,0.04,0,0,0.36,0,0,0,0,0,0.09,0.56,15,564,0.17,23,0.16,4.39,3
9.95561E+12,23601,4,280.97,0,70.24,0.28,0,0,0.18,0.14,0,0.23,0,0,0,0,0,0,0,0,0.5,10,636,0.42,11,0.17,5.07,4.85
9.95561E+12,23604,5,296.42,0,59.28,0.41,0,0,0.22,0.11,0,0.12,0,0,0,0,0,0.02,0.08,0,0.37,4,259,0.28,17,0,3.95,2.99
9.95561E+12,23602,5,251.23,0,50.24,0.12,0,0,0.09,0,0.16,0.08,0.37,0,0,0,0,0,0,0.16,0.61,18,683,0.23,10,0.19,4.92,3.89
9.95561E+12,23666,4,490.22,0,122.55,0.09,0,0,0.05,0.22,0,0.02,0.09,0.17,0,0.28,0.03,0,0,0,0.6,9,293,0.26,24,0,4.29,3.73
9.95561E+12,23602,1,83.96,0,83.96,0.33,0,0,0.25,0.41,0,0,0,0,0,0,0,0,0,0,0.24,0,265,0.3,18,0,5.58,5.58
9.95561E+12,23602,2,93,1,46.5,0.36,0,0,0,0,0,0,0,0,0,0,0,0.63,0,0,0.59,12,602,0.26,10,0,5.71,5.01
9.95561E+12,23662,28,2692.13,1,96.14,0.29,0.04,0.06,0.08,0.07,0.03,0.15,0.07,0.1,0,0,0,0.03,0.01,0.03,0.41,17,555,0.4,20,0.01,2.99,1.64
9.95561E+12,23606,3,403.98,0,134.66,0.33,0,0.09,0,0.31,0,0,0.13,0.12,0,0,0,0,0,0.12,0.63,9,306,0.18,10,0,4.62,3.16
9.95561E+12,23608,5,385.67,0,77.13,0,0,0,0.12,0,0.19,0.09,0.11,0,0,0.33,0.01,0.04,0,0,0.56,5,295,0.28,10,0.09,4.08,3.9
9.95561E+12,23602,1,102,0,102,0,0,0,0.3,0,0,0,0,0.69,0,0,0,0,0,0,0.65,16,376,0.19,10,0,5.93,5.24
9.95561E+12,23666,18,1485.34,1,82.51,0.18,0,0,0.06,0.21,0.09,0.02,0,0.09,0,0.1,0.01,0.07,0.01,0.07,0.58,20,698,0.2,10,0.1,3.66,2.49
9.95561E+12,23669,7,813.38,0,116.19,0.29,0.07,0,0,0.27,0,0.12,0,0.22,0,0,0,0,0,0.12,0.58,16,692,0.18,30,0,4.59,3.28
9.95561E+12,23608,1,117.99,0,117.99,0,0,0,0,0.91,0,0,0,0,0,0,0,0.08,0,0,0.67,4,174,0,10,0,5.16,5.16
9.95561E+12,23606,8,860.89,1,107.61,0.02,0.08,0.19,0.06,0.15,0.08,0.01,0.08,0,0.18,0,0.03,0.04,0.01,0,0.39,18,696,0.32,20,0.01,4.47,3.08
9.95561E+12,23608,1,129,0,129,0,0,0,0,0.84,0,0,0,0,0,0,0,0.15,0,0,0.71,13,348,0,10,0,5.85,5.16
9.95561E+12,23693,6,600.43,0,100.07,0.26,0,0,0.02,0.09,0.15,0.07,0.06,0.18,0.09,0,0.02,0,0,0,0.46,11,677,0.27,6,0,4.73,3.57
9.95561E+12,23693,31,2340.43,1,75.49,0.24,0.06,0.05,0.05,0.08,0,0.15,0.09,0.03,0,0,0.05,0.08,0.01,0,0.35,27,677,0.38,10,0.04,3.08,1.99
9.95561E+12,23603,3,71.97,0,23.99,0.24,0,0,0.41,0,0,0,0,0.33,0,0,0,0,0,0,0.36,1,381,0.39,18,0,4.84,4.15
9.95561E+12,23669,3,166.95,0,55.65,0.07,0,0,0.08,0.47,0,0,0.15,0.17,0,0,0,0.02,0,0,0.21,3,50,0.47,25,0,2.81,1.97
9.95561E+12,23602,1,196.94,0,196.94,0.28,0,0,0,0.4,0,0.3,0,0,0,0,0,0,0,0,0.47,9,277,0.15,15,0,5.62,4.93
9.95561E+12,23606,1,128.94,0,128.94,0.47,0,0,0,0,0.27,0.25,0,0,0,0,0,0,0,0,0.26,2,250,0.33,10,0,5.52,4.83
9.95561E+12,23666,5,472.19,1,94.43,0.33,0.03,0,0.11,0,0.07,0.14,0.06,0.16,0,0,0,0.05,0,0,0.57,16,655,0.26,10,0,4.88,3.19
9.95561E+12,23602,3,851.87,0,283.95,0.38,0.04,0.07,0,0.15,0,0,0.05,0.06,0.21,0,0,0.01,0,0,0.42,17,509,0.31,10,0,5.13,4.62
9.95561E+12,23606,2,337.73,0,168.86,0.47,0,0,0.14,0,0.17,0.07,0.12,0,0,0,0,0,0,0,0.51,3,172,0.28,10,0,4.45,3.36
9.95561E+12,23666,7,413.69,0,59.09,0.17,0.07,0.19,0.05,0.1,0,0.11,0,0.11,0,0,0,0,0,0,0.55,18,212,0.26,10,0.2,3.41,2.72
9.95561E+12,23666,7,650.43,1,92.91,0.5,0.02,0.07,0.07,0,0.16,0.03,0.05,0,0,0,0,0.01,0,0,0.53,18,685,0.21,10,0.07,4.58,3.13
9.95561E+12,23606,11,822.41,0,74.76,0.31,0.05,0,0.06,0.13,0,0.04,0.19,0.14,0,0,0,0,0.01,0,0.54,18,676,0.27,15,0.02,4.12,3.22
9.95561E+12,23602,75,2764.31,1,36.85,0.19,0.02,0.04,0.12,0.16,0.11,0.03,0.05,0.01,0,0.01,0.01,0.03,0.01,0,0.44,26,676,0.38,10,0.2,2.2,1.37
9.95561E+12,23692,5,656.14,1,131.22,0.12,0,0,0.07,0.29,0.1,0,0.13,0.11,0.13,0,0,0.02,0,0,0.38,17,685,0.3,4,0,4.92,3.82
9.95561E+12,23693,1,95.25,0,95.25,0.53,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0.56,5,483,0.25,6,0,6.18,5.08
9.95561E+12,23666,1,113,0,113,0,0,0,0.3,0,0,0,0,0.69,0,0,0,0,0,0.69,0.7,13,619,0,10,0,6.43,5.04
9.95561E+12,23608,10,1049.37,0,104.93,0.33,0.03,0,0.09,0.08,0.21,0.05,0.01,0.06,0,0.04,0.01,0.05,0.01,0,0.51,15,451,0.17,10,0,3.81,3.02
9.95561E+12,23666,4,779.96,0,194.99,0.03,0.07,0,0.12,0.2,0.15,0.06,0.2,0.1,0,0,0,0,0.03,0.12,0.69,14,612,0.01,46,0,5.03,4.62
9.95561E+12,23669,1,68.99,0,68.99,0,0,0,0.43,0,0,0.56,0,0,0,0,0,0,0,0,0.61,0,167,0,23,0,5.12,3.73
9.95561E+12,23606,2,433.96,0,216.98,0.16,0.02,0,0.13,0,0,0.15,0.33,0.17,0,0,0,0,0,0,0.65,6,443,0.13,22,0,5.4,4.15
9.95561E+12,23605,1,69.99,0,69.99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.59,0,116,0,15,0,4.75,4.75
9.95561E+12,23602,3,129,0,43,0.37,0.15,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0.54,2,109,0.36,10,0,3.59,2.61
9.95561E+12,23606,8,2001.4,1,250.17,0.3,0,0,0.04,0.23,0.1,0,0.14,0.06,0,0,0,0.01,0.02,0.02,0.6,23,677,0.15,10,0.05,4.44,3.3
9.95561E+12,23666,7,169.95,0,24.27,0.15,0,0,0.06,0,0.15,0,0,0,0,0,0,0,0,0,0.55,2,461,0.15,10,1.59,4.19,3.83
9.95561E+12,23692,2,84.98,0,42.49,0,0,0,0.35,0,0.47,0,0,0,0,0,0,0,0.17,0,0.55,11,630,0.03,10,0,5.75,4.25
9.95561E+12,23602,1,99.99,0,99.99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.53,1,115,0,24,0,4.74,4.74
9.95561E+12,23666,1,159.97,0,159.97,0,0,0,0,0.5,0.31,0,0.18,0,0,0,0,0,0,0,0.51,10,208,0,10,0,5.34,2.94
9.95561E+12,23601,6,887.99,0,147.99,0.36,0.06,0,0.03,0,0.12,0.41,0,0,0,0,0,0,0,0.06,0.65,16,404,0.07,8,0,4.21,3.7
9.95561E+12,23602,9,643.52,1,71.5,0.35,0.08,0,0.08,0,0.07,0.03,0,0.05,0,0,0,0.07,0.01,0.07,0.61,20,678,0.14,10,0.27,4.32,3.12
9.95561E+12,23692,7,334.94,0,47.84,0.13,0,0,0,0.1,0,0.07,0.19,0,0.13,0,0,0,0,0.11,0.51,13,674,0.19,16,0.52,4.57,3.62
9.95561E+12,23693,18,2478.32,1,137.68,0.23,0,0.01,0.06,0.24,0.12,0.03,0.07,0.01,0,0,0,0.02,0.02,0.02,0.56,21,678,0.24,18,0.15,3.63,2.17
9.95561E+12,23662,10,525.96,0,52.59,0.22,0,0,0.04,0,0,0.22,0,0.45,0,0,0,0,0.02,0,0.59,4,523,0.19,10,0.03,3.96,3.37
9.95561E+12,23602,2,101.99,0,50.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.65,0,692,0,15,0,5.85,4.93
9.95561E+12,23692,2,69,0,34.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.51,0,157,0.22,10,0,4.36,4.36
9.95561E+12,23693,2,79.97,0,39.98,0,0,0.12,0,0,0.87,0,0,0,0,0,0,0,0,0,0.36,10,404,0.27,6,0,5.31,4.9
9.95561E+12,23666,58,2443.43,1,42.12,0.22,0.05,0.01,0.07,0.15,0.07,0.02,0.05,0.04,0,0,0.02,0.03,0.01,0.02,0.28,22,676,0.43,10,0.26,2.46,1.26
9.95561E+12,23663,1,168.99,0,168.99,0,0,0,0,0.58,0,0,0,0.29,0,0,0,0.11,0,0.58,0.66,6,55,0.14,11,0,4.01,3.31
9.95561E+12,23663,3,264.97,0,88.32,0.18,0,0.4,0.11,0,0,0,0.18,0.11,0,0,0,0,0,0,0.55,6,312,0.07,11,0,4.64,3.8
9.95561E+12,23602,7,499.9,1,71.41,0.07,0.04,0.01,0.06,0.3,0.04,0,0.12,0,0,0,0,0.08,0,0,0.41,4,263,0.36,10,0.3,3.63,2.44
9.95561E+12,23666,2,68.99,0,34.49,0.71,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0.63,2,674,0.11,10,0,5.82,4.57
9.95561E+12,23693,14,2471.14,1,176.51,0.2,0.01,0.01,0.04,0.2,0.13,0.01,0.02,0.12,0.1,0.06,0,0.03,0,0.11,0.55,23,689,0.2,18,0.03,3.9,2.66
9.95561E+12,23602,20,2192.88,0,109.64,0.25,0.04,0.05,0.03,0.2,0.16,0.03,0.05,0,0,0,0.02,0.03,0.06,0.13,0.58,16,702,0.15,15,0.02,3.56,2.79
9.95561E+12,23602,12,707.15,1,58.92,0.07,0.04,0,0.11,0.34,0.05,0.03,0.22,0,0,0,0,0.05,0.05,0,0.51,18,642,0.24,15,0,3.98,3.21
